dt,client_id,country,orders,value
2025-07-29,907,Mexico,1,338.72
2025-10-10,665,Brazil,4,588.2
2025-10-30,77,Australia,2,778.79
2025-06-25,760,Canada,4,1150.19
2025-08-09,879,Australia,5,511.03
2025-08-27,720,Brazil,1,476.57
2025-11-23,800,Brazil,3,1404.32
2025-07-23,875,Australia,4,1618.54
2025-10-10,139,Japan,1,312.97
2025-08-15,272,Brazil,4,321.09
2025-07-15,283,Mexico,3,1440.87
2025-06-26,438,Mexico,1,442.57
2025-10-20,489,Australia,3,497.3
2025-07-22,960,Brazil,1,471.23
2025-07-24,710,Canada,3,1129.0
2025-06-28,993,France,5,1901.98
2025-10-06,111,UK,2,182.93
2025-08-22,595,UK,4,723.45
2025-09-08,355,Germany,4,660.21
2025-07-16,825,Mexico,1,309.51
2025-06-11,348,Germany,1,116.98
2025-10-19,167,Mexico,3,912.32
2025-08-10,3,France,3,842.15
2025-10-11,443,Japan,3,1321.58
2025-09-24,990,Japan,5,404.85
2025-11-04,669,Canada,3,658.82
2025-10-17,703,India,4,204.5
2025-06-24,51,Mexico,1,47.38
2025-08-24,915,Mexico,2,94.09
2025-09-22,756,Japan,4,1041.4
2025-07-15,182,USA,2,293.9
2025-06-30,488,UK,2,96.91
2025-07-29,628,Germany,5,2417.61
2025-09-04,605,India,2,154.36
2025-08-11,135,USA,3,834.66
2025-09-20,518,Canada,3,190.7
2025-11-26,502,Germany,5,114.65
2025-06-10,835,Mexico,5,753.04
2025-11-18,279,Japan,2,414.22
2025-06-11,945,Australia,3,1208.08
2025-11-26,875,Australia,4,838.66
2025-09-26,297,France,5,2023.95
2025-09-04,975,Australia,2,335.06
2025-08-17,647,Australia,2,179.06
2025-09-04,627,UK,4,1644.1
2025-11-11,849,UK,4,700.3
2025-09-20,557,Japan,3,1209.18
2025-10-08,346,Canada,1,220.56
2025-07-26,430,USA,1,168.05
2025-10-27,267,Canada,4,1064.57
2025-08-12,230,Brazil,5,181.99
2025-08-27,191,Mexico,2,121.25
2025-08-13,754,Australia,4,1598.02
2025-09-16,704,Germany,2,552.66
2025-06-06,784,UK,4,1076.09
2025-11-08,910,Germany,3,781.13
2025-08-11,183,France,5,464.75
2025-11-10,821,India,3,486.59
2025-08-14,493,Brazil,4,546.11
2025-08-16,990,Japan,1,266.98
2025-06-23,106,UK,2,942.18
2025-10-31,114,Australia,3,1170.83
2025-09-22,68,Japan,2,597.68
2025-09-03,399,Brazil,1,406.32
2025-10-04,813,India,5,539.94
2025-06-18,491,UK,4,1263.2
2025-09-19,38,Germany,1,399.69
2025-09-14,222,Germany,5,2066.27
2025-09-03,875,Australia,1,155.24
2025-09-01,867,Germany,2,307.13
2025-08-05,154,Canada,3,301.94
2025-09-21,933,Germany,4,1825.36
2025-06-22,467,Canada,3,205.42
2025-10-25,8,Germany,1,409.87
2025-07-20,111,UK,3,979.38
2025-08-23,660,Canada,5,937.34
2025-11-09,565,Brazil,3,889.78
2025-09-22,808,India,4,568.5
2025-06-18,906,Japan,5,1687.89
2025-07-26,869,Canada,4,680.03
2025-08-03,982,France,3,1456.41
2025-11-12,283,Mexico,2,637.95
2025-06-30,729,France,2,894.34
2025-08-12,884,USA,3,1460.05
2025-09-18,227,France,4,897.48
2025-10-28,382,Brazil,2,440.05
2025-09-15,569,USA,5,424.71
2025-07-17,97,Australia,3,1078.04
2025-08-07,579,Germany,2,156.24
2025-06-16,241,Canada,2,812.67
2025-09-03,889,Australia,3,1329.94
2025-08-17,322,Japan,3,133.2
2025-09-28,663,Japan,5,2391.1
2025-06-15,840,Mexico,2,559.31
2025-07-29,322,Japan,4,1666.91
2025-09-11,947,Australia,4,1318.6
2025-06-19,715,USA,4,1786.9
2025-08-13,881,Japan,5,1582.52
2025-07-11,879,Australia,3,1330.13
2025-11-17,475,Canada,4,878.31
2025-11-16,873,Mexico,5,1879.62
2025-09-21,781,Canada,3,542.09
2025-07-13,570,Germany,4,242.93
2025-06-17,983,USA,4,1658.8
2025-06-12,522,Germany,4,1664.6
2025-08-04,968,France,3,852.98
2025-06-12,387,Japan,4,1132.48
2025-06-28,467,Canada,4,49.46
2025-10-17,235,Mexico,4,627.69
2025-07-17,792,France,5,1267.18
2025-07-15,562,UK,1,312.56
2025-06-27,166,UK,3,868.97
2025-10-24,995,France,1,160.43
2025-11-28,45,UK,4,1910.03
2025-09-27,602,Brazil,1,442.64
2025-07-17,554,Australia,3,585.8
2025-09-08,40,USA,5,2157.57
2025-09-28,862,France,1,242.12
2025-08-10,175,Mexico,4,927.6
2025-11-26,432,Mexico,4,118.28
2025-06-24,748,India,4,535.08
2025-10-26,591,India,2,430.22
2025-10-02,717,Brazil,4,421.09
2025-10-27,128,Japan,2,690.33
2025-10-11,368,Mexico,3,714.63
2025-07-03,713,Japan,3,45.9
2025-09-29,336,Brazil,3,1346.41
2025-06-30,893,India,2,228.03
2025-08-22,140,UK,3,1204.36
2025-11-06,563,Mexico,2,615.57
2025-07-07,210,India,2,757.96
2025-11-06,368,Mexico,2,547.72
2025-11-27,860,Germany,1,377.06
2025-08-25,978,UK,2,416.9
2025-10-14,856,Japan,5,1669.38
2025-08-24,724,UK,1,163.65
2025-09-10,923,UK,3,639.06
2025-11-09,172,Germany,3,385.65
2025-07-10,602,Brazil,1,376.82
2025-11-14,615,Germany,4,140.26
2025-09-24,390,Brazil,5,2353.91
2025-08-17,379,Australia,3,640.99
2025-06-14,778,UK,4,1891.72
2025-06-04,539,Japan,5,2473.01
2025-10-29,12,India,1,205.3
2025-06-28,991,Canada,3,1259.34
2025-09-03,645,India,5,790.01
2025-06-13,661,Australia,1,480.89
2025-08-23,933,Germany,3,1062.32
2025-11-09,928,Japan,5,2327.52
2025-11-12,333,Japan,3,1491.11
2025-10-30,222,Germany,1,336.98
2025-09-30,552,Germany,3,534.87
2025-11-13,820,India,1,235.0
2025-08-05,762,Australia,4,254.13
2025-09-03,125,Brazil,5,1389.83
2025-07-03,148,Mexico,4,725.32
2025-06-02,418,Germany,3,169.52
2025-11-01,898,Australia,4,640.07
2025-11-26,782,Canada,2,598.92
2025-06-01,444,Australia,3,1421.35
2025-08-17,914,Brazil,1,227.55
2025-11-10,197,Mexico,4,1757.36
2025-10-14,471,Canada,5,882.19
2025-06-20,399,Brazil,1,82.2
2025-06-21,673,Canada,4,488.91
2025-08-08,293,Brazil,4,222.58
2025-07-15,929,Japan,3,350.65
2025-06-09,498,Germany,2,132.55
2025-10-13,271,India,1,155.23
2025-06-23,895,UK,3,873.25
2025-08-06,610,Brazil,1,41.6
2025-10-28,952,Canada,4,1738.33
2025-08-15,938,UK,3,151.27
2025-08-14,516,Brazil,2,441.4
2025-09-23,305,USA,5,1019.13
2025-10-05,756,Japan,1,428.14
2025-09-29,479,Canada,2,664.07
2025-06-28,931,Mexico,5,2096.14
2025-09-22,861,Australia,1,342.71
2025-06-16,813,India,2,744.24
2025-08-14,36,Japan,3,1296.24
2025-06-15,263,France,1,474.17
2025-10-15,733,France,5,437.15
2025-07-17,905,Germany,5,1308.35
2025-07-09,45,UK,1,16.97
2025-08-20,339,Germany,4,464.53
2025-09-10,601,Japan,4,97.96
2025-06-20,886,Canada,3,628.39
2025-07-27,26,USA,5,1905.59
2025-07-10,752,USA,5,1765.15
2025-08-09,367,Japan,4,939.22
2025-06-13,728,Canada,5,2278.39
2025-10-19,588,UK,5,1392.02
2025-07-06,640,Mexico,5,1856.79
2025-11-16,66,USA,3,1386.0
2025-07-11,236,Japan,1,492.28
2025-09-05,6,Mexico,5,321.8
2025-08-28,221,Germany,3,1436.46
2025-08-11,558,Japan,1,101.32
2025-10-13,826,Brazil,4,1565.45
2025-10-23,249,USA,2,752.09
2025-09-28,300,Brazil,3,608.79
2025-11-27,588,UK,4,1636.69
2025-10-11,612,India,4,1273.2
2025-11-12,387,Japan,3,293.7
2025-10-12,46,Canada,4,902.26
2025-11-18,724,UK,3,32.42
2025-09-18,319,Canada,2,963.08
2025-11-04,211,India,3,626.6
2025-07-30,494,Japan,5,404.2
2025-10-30,800,Brazil,2,121.48
2025-09-12,16,Australia,1,480.94
2025-07-19,850,India,5,605.46
2025-09-05,537,Brazil,4,1237.9
2025-08-04,982,France,2,531.12
2025-10-07,705,Mexico,4,1087.99
2025-07-01,783,Germany,1,475.07
2025-11-27,246,Brazil,5,778.41
2025-09-03,157,Canada,1,425.74
2025-07-30,646,India,2,502.75
2025-08-29,483,Australia,5,931.18
2025-10-11,892,Germany,5,717.84
2025-08-28,529,Japan,4,361.42
2025-07-24,417,UK,2,999.93
2025-06-08,221,Germany,5,616.49
2025-09-26,776,Brazil,5,1006.96
2025-06-08,280,UK,2,95.74
2025-07-30,655,Japan,5,1082.95
2025-07-29,282,India,1,47.52
2025-07-30,786,France,1,263.13
2025-08-06,485,USA,1,480.0
2025-07-22,688,India,4,1132.62
2025-11-19,578,USA,4,1180.07
2025-09-26,88,Canada,3,1096.32
2025-09-03,370,Mexico,5,935.63
2025-07-23,208,Brazil,1,326.31
2025-09-18,745,Japan,3,289.84
2025-07-19,817,Australia,3,307.47
2025-11-03,423,France,3,493.91
2025-07-28,873,Mexico,2,920.67
2025-06-17,78,Australia,4,625.6
2025-09-16,740,USA,5,2154.63
2025-07-29,985,Brazil,1,199.7
2025-10-19,849,UK,1,494.74
2025-09-30,990,Japan,1,180.52
2025-07-27,557,Japan,2,629.34
2025-07-19,682,Japan,2,780.27
2025-10-11,91,UK,3,1104.16
2025-07-02,760,Canada,1,330.27
2025-08-16,540,Australia,5,176.2
2025-09-22,688,India,3,775.46
2025-08-14,483,Australia,3,741.41
2025-08-30,609,France,3,206.37
2025-11-10,946,Japan,3,1135.99
2025-11-04,775,Australia,3,148.4
2025-07-03,600,Brazil,2,304.54
2025-07-17,86,UK,5,2250.11
2025-09-05,929,Japan,1,326.37
2025-07-09,336,Brazil,2,979.76
2025-10-08,964,Brazil,1,469.45
2025-06-29,724,UK,2,722.89
2025-07-02,821,India,2,723.53
2025-11-15,383,Germany,3,1206.95
2025-11-04,466,India,1,426.35
2025-07-21,110,UK,2,743.51
2025-08-17,366,France,4,967.07
2025-06-08,997,France,3,145.22
2025-09-07,208,Brazil,3,1024.28
2025-08-06,589,Canada,2,820.99
2025-07-12,216,Japan,4,221.2
2025-10-03,898,Australia,2,548.11
2025-09-03,289,Mexico,5,2346.02
2025-10-18,991,Canada,2,320.36
2025-07-05,75,USA,2,768.72
2025-10-10,832,Mexico,4,1531.19
2025-07-05,540,Australia,1,57.85
2025-10-26,359,USA,5,2154.97
2025-10-25,240,India,4,1431.6
2025-09-14,615,Germany,1,453.0
2025-08-23,814,UK,1,482.79
2025-06-29,53,USA,1,219.13
2025-08-25,380,UK,4,653.17
2025-10-15,450,Japan,5,2440.63
2025-07-25,132,Brazil,2,526.59
2025-09-09,536,Mexico,3,865.33
2025-07-12,426,Brazil,4,522.77
2025-07-31,233,Germany,3,272.28
2025-08-18,364,India,2,940.82
2025-06-18,36,Japan,1,286.5
2025-07-29,288,UK,4,410.33
2025-06-09,141,Japan,4,258.73
2025-08-26,842,India,4,1256.5
2025-10-29,494,Japan,3,547.95
2025-11-22,810,India,5,1449.74
2025-08-26,88,Canada,4,1016.96
2025-07-24,976,Canada,2,787.37
2025-11-16,660,Canada,1,106.53
2025-07-13,193,France,1,425.64
2025-09-15,997,France,1,452.98
2025-08-19,111,UK,3,336.89
2025-07-08,762,Australia,1,226.89
2025-09-23,317,USA,4,326.28
2025-10-10,617,India,5,1463.11
2025-06-18,18,Japan,1,142.14
2025-11-09,14,Germany,4,366.27
2025-09-28,828,Canada,2,687.27
2025-06-17,746,Brazil,4,1444.12
2025-07-13,911,Germany,3,315.57
2025-11-16,526,Australia,1,438.1
2025-09-01,207,France,5,1971.48
2025-11-10,93,Brazil,4,834.97
2025-06-20,523,Japan,2,181.51
2025-06-10,936,UK,1,238.01
2025-06-08,911,Germany,4,179.9
2025-09-29,640,Mexico,5,401.27
2025-09-13,329,India,5,1539.73
2025-06-19,744,USA,1,42.94
2025-07-16,909,Germany,3,676.21
2025-06-29,889,Australia,5,1033.39
2025-06-04,151,USA,3,462.75
2025-06-02,902,UK,5,1682.16
2025-11-21,113,Brazil,5,1790.33
2025-10-24,482,France,1,72.97
2025-06-07,608,Japan,2,545.38
2025-08-12,683,Japan,1,203.76
2025-06-24,609,France,3,1143.96
2025-08-13,729,France,2,807.14
2025-10-11,252,Germany,2,132.16
2025-09-23,908,Mexico,2,293.41
2025-10-29,597,Japan,5,1679.41
2025-07-05,576,Japan,5,1011.93
2025-08-23,816,Brazil,1,250.38
2025-11-22,972,Japan,2,198.84
2025-06-18,547,India,4,1813.6
2025-06-19,654,India,1,358.24
2025-09-04,863,Brazil,1,431.93
2025-06-03,2,Australia,4,341.45
2025-09-08,124,Mexico,3,1426.29
2025-09-07,790,Japan,1,437.87
2025-09-29,516,Brazil,5,2404.59
2025-09-04,794,Mexico,3,608.25
2025-09-27,384,Japan,2,691.89
2025-08-07,242,UK,1,262.92
2025-09-01,921,Brazil,1,214.96
2025-11-08,524,Japan,4,1100.32
2025-09-27,955,UK,3,453.12
2025-08-27,666,USA,4,760.55
2025-09-22,235,Mexico,5,1540.5
2025-08-15,687,UK,4,1976.13
2025-06-23,328,Mexico,3,1244.22
2025-07-05,417,UK,3,1036.89
2025-08-20,480,Mexico,2,773.43
2025-07-21,23,France,5,703.36
2025-08-31,291,Germany,1,155.38
2025-09-26,183,France,1,336.11
2025-06-22,761,Japan,3,501.09
2025-07-19,499,Japan,3,598.96
2025-10-08,195,Brazil,5,730.39
2025-09-08,82,France,2,797.48
2025-06-26,192,Japan,4,1379.44
2025-11-24,206,USA,3,589.61
2025-07-29,312,Germany,2,125.4
2025-08-08,258,France,1,330.6
2025-08-11,571,India,1,313.42
2025-06-09,242,UK,2,136.25
2025-10-03,528,Canada,3,1255.21
2025-07-23,825,Mexico,1,362.98
2025-09-10,536,Mexico,2,551.66
2025-11-06,85,India,1,359.83
2025-11-16,839,Canada,5,1897.71
2025-07-05,152,USA,3,1107.61
2025-08-02,151,USA,3,496.27
2025-08-26,899,Brazil,3,402.52
2025-08-11,322,Japan,4,634.23
2025-08-23,345,Mexico,4,784.19
2025-10-16,1,Japan,3,287.29
2025-11-15,866,Canada,3,155.15
2025-11-16,613,Australia,5,1341.04
2025-09-07,481,France,2,741.76
2025-08-04,306,USA,1,495.75
2025-08-13,340,Canada,5,1963.58
2025-09-28,77,Australia,5,1435.65
2025-11-24,223,India,2,738.39
2025-11-08,401,UK,5,507.66
2025-06-08,617,India,3,366.48
2025-07-05,621,Canada,1,428.37
2025-09-11,981,Brazil,4,134.93
2025-08-23,694,France,4,1613.48
2025-09-24,492,USA,4,1520.03
2025-10-02,419,Australia,3,658.62
2025-07-01,455,India,3,1295.14
2025-08-22,143,Canada,4,941.89
2025-07-24,421,Brazil,5,827.55
2025-09-03,571,India,1,22.55
2025-10-13,493,Brazil,4,761.75
2025-10-25,741,UK,4,1829.05
2025-06-17,909,Germany,4,1458.63
2025-08-16,652,India,2,177.98
2025-09-19,691,France,1,476.18
2025-09-26,751,India,4,149.41
2025-09-09,918,India,4,1149.45
2025-06-02,870,Brazil,5,1391.17
2025-11-08,242,UK,2,482.59
2025-06-28,618,Mexico,2,818.69
2025-10-25,89,USA,4,438.2
2025-11-25,716,France,3,474.0
2025-07-06,46,Canada,5,1180.4
2025-11-23,376,Japan,1,290.27
2025-11-14,962,USA,3,195.27
2025-09-19,412,France,2,417.22
2025-09-21,558,Japan,4,1219.61
2025-11-24,39,USA,5,1685.2
2025-07-11,71,Mexico,2,554.07
2025-08-05,261,France,5,292.51
2025-10-28,331,France,4,1720.58
2025-11-07,479,Canada,5,1231.35
2025-08-07,782,Canada,1,416.16
2025-07-25,492,USA,1,261.01
2025-06-20,701,Germany,3,1056.69
2025-08-05,680,Australia,3,126.18
2025-11-09,426,Brazil,3,535.48
2025-10-07,282,India,3,227.05
2025-06-04,865,Mexico,2,887.35
2025-06-07,734,UK,4,354.65
2025-07-08,698,Mexico,4,156.9
2025-11-13,321,India,5,2065.65
2025-10-29,10,Australia,1,148.28
2025-08-28,637,Canada,5,967.19
2025-10-21,99,Australia,1,119.91
2025-09-14,694,France,1,380.37
2025-07-15,518,Canada,4,381.73
2025-07-10,697,Japan,4,1549.41
2025-11-28,644,Japan,1,457.01
2025-08-30,223,India,1,457.57
2025-11-04,811,France,4,220.16
2025-11-01,675,Canada,1,274.02
2025-10-11,1000,India,5,2426.63
2025-07-23,602,Brazil,2,919.15
2025-11-07,332,Japan,5,1667.08
2025-08-10,794,Mexico,3,657.19
2025-10-08,774,USA,5,1110.99
2025-11-26,758,India,3,235.72
2025-10-27,296,Japan,1,86.89
2025-10-15,709,Mexico,3,387.64
2025-08-17,307,Canada,3,102.2
2025-08-26,87,Mexico,2,377.61
2025-08-05,44,Japan,5,376.15
2025-10-14,959,UK,3,547.27
2025-06-26,463,USA,3,241.41
2025-08-21,112,Japan,2,36.35
2025-09-11,249,USA,3,1139.88
2025-07-25,444,Australia,3,1048.71
2025-11-01,483,Australia,5,1862.75
2025-11-10,692,Mexico,4,1972.91
2025-06-22,34,France,5,2081.3
2025-10-31,894,Brazil,3,195.59
2025-11-08,356,UK,4,383.83
2025-08-21,934,USA,3,1200.67
2025-06-13,363,India,1,324.82
2025-06-21,752,USA,5,1126.59
2025-10-08,551,France,5,902.13
2025-06-25,741,UK,5,1975.26
2025-07-18,219,Australia,3,1479.37
2025-06-23,647,Australia,1,495.51
2025-09-14,368,Mexico,3,505.57
2025-09-10,781,Canada,1,115.04
2025-07-30,868,Australia,4,655.24
2025-09-24,745,Japan,5,941.46
2025-08-22,833,Australia,5,591.75
2025-06-30,461,Brazil,3,829.76
2025-07-28,650,Australia,1,407.88
2025-06-08,766,India,1,64.66
2025-07-16,985,Brazil,1,295.19
2025-10-31,219,Australia,3,569.54
2025-09-16,592,India,5,1423.35
2025-10-09,70,Canada,2,368.37
2025-09-06,335,USA,4,211.85
2025-09-28,682,Japan,1,265.76
2025-10-31,323,India,4,1028.23
2025-10-16,508,Germany,3,83.46
2025-11-27,313,UK,3,792.59
2025-09-11,652,India,1,55.03
2025-06-01,328,Mexico,3,1060.8
2025-10-04,812,Germany,3,127.32
2025-11-11,702,Mexico,5,612.37
2025-09-26,494,Japan,3,136.5
2025-09-08,257,Germany,4,1325.31
2025-09-04,41,Canada,5,827.05
2025-10-30,444,Australia,1,184.77
2025-11-28,794,Mexico,4,949.91
2025-11-09,255,Germany,3,1336.43
2025-10-24,994,Japan,2,293.05
2025-07-31,865,Mexico,3,1460.27
2025-07-06,679,Germany,2,757.42
2025-07-12,603,Brazil,2,220.21
2025-08-30,318,UK,4,371.56
2025-10-06,786,France,5,1415.14
2025-07-11,196,USA,3,934.47
2025-09-03,303,India,3,1374.93
2025-09-22,365,Japan,3,190.14
2025-08-31,741,UK,1,149.58
2025-11-15,595,UK,4,1573.17
2025-06-19,800,Brazil,4,266.86
2025-10-24,416,Brazil,5,1808.85
2025-09-11,427,Brazil,4,1989.31
2025-11-02,174,Japan,4,912.58
2025-11-26,786,France,1,152.82
2025-06-11,843,Australia,5,493.93
2025-08-04,259,Canada,2,572.27
2025-09-16,188,Mexico,4,1856.45
2025-10-12,867,Germany,4,725.0
2025-10-18,843,Australia,3,505.28
2025-11-21,792,France,2,175.43
2025-11-05,446,Mexico,3,903.7
2025-07-15,966,France,5,1249.35
2025-06-22,695,Mexico,5,738.94
2025-08-01,362,Japan,1,336.43
2025-06-25,9,Japan,4,1665.3
2025-06-07,158,Germany,4,664.71
2025-10-11,284,Canada,4,680.05
2025-08-13,734,UK,5,1953.31
2025-08-06,735,Canada,2,877.17
2025-10-29,166,UK,5,157.23
2025-08-10,743,India,3,1227.47
2025-09-22,186,Brazil,1,259.34
2025-07-12,196,USA,4,382.66
2025-06-16,246,Brazil,1,159.28
2025-07-22,978,UK,2,478.02
2025-11-26,546,UK,1,472.1
2025-07-21,435,France,4,362.47
2025-11-07,334,Canada,2,384.96
2025-11-06,12,India,5,832.8
2025-11-27,545,France,4,1420.45
2025-09-03,490,Australia,4,1862.9
2025-10-07,882,Japan,2,193.48
2025-11-18,199,Canada,3,317.53
2025-10-13,924,Germany,2,625.59
2025-10-15,18,Japan,2,857.69
2025-09-27,560,Brazil,3,983.88
2025-06-12,838,Canada,4,1663.7
2025-10-21,524,Japan,2,464.09
2025-09-02,623,Japan,5,2461.73
2025-10-10,362,Japan,5,650.75
2025-08-01,516,Brazil,4,838.76
2025-06-14,275,Japan,3,993.32
2025-08-15,430,USA,5,853.45
2025-06-30,888,India,3,855.13
2025-11-15,722,UK,5,1186.08
2025-09-03,167,Mexico,3,470.4
2025-06-06,939,Japan,1,371.08
2025-08-26,200,Mexico,1,146.68
2025-10-04,396,France,5,829.02
2025-06-01,4,Mexico,4,1823.23
2025-08-31,251,USA,5,83.85
2025-10-07,175,Mexico,2,273.33
2025-08-12,600,Brazil,4,1759.06
2025-06-08,957,France,2,528.18
2025-08-04,79,France,5,2236.44
2025-06-28,113,Brazil,3,1044.97
2025-09-04,290,India,3,1284.71
2025-06-11,560,Brazil,1,485.93
2025-10-25,564,Canada,4,1298.37
2025-08-17,242,UK,3,71.98
2025-10-13,298,Australia,4,262.63
2025-10-06,158,Germany,1,31.61
2025-06-21,181,USA,1,130.99
2025-11-19,270,Mexico,5,853.2
2025-11-22,585,Australia,1,444.85
2025-09-17,716,France,2,562.1
2025-11-10,706,Japan,2,973.17
2025-06-05,259,Canada,1,308.11
2025-10-21,618,Mexico,3,470.6
2025-10-06,417,UK,5,1272.37
2025-11-05,983,USA,1,88.55
2025-07-08,322,Japan,2,645.3
2025-06-08,14,Germany,4,1230.31
2025-09-19,674,Australia,2,239.98
2025-07-09,699,France,4,1491.02
2025-08-09,462,USA,5,2311.59
2025-07-07,453,UK,4,139.55
2025-11-24,441,Brazil,4,1935.19
2025-07-20,880,Brazil,4,847.49
2025-08-06,947,Australia,2,274.9
2025-06-14,349,Australia,2,518.56
2025-06-07,563,Mexico,5,601.9
2025-08-18,781,Canada,2,66.66
2025-06-03,300,Brazil,5,1240.71
2025-06-17,47,Brazil,3,557.15
2025-11-16,467,Canada,3,566.13
2025-08-30,168,Mexico,4,1213.84
2025-11-23,736,USA,3,50.82
2025-08-10,775,Australia,2,481.28
2025-10-27,80,Brazil,4,1062.48
2025-09-24,504,Mexico,2,314.71
2025-09-11,137,Australia,1,99.63
2025-06-10,597,Japan,5,1169.98
2025-07-15,528,Canada,4,1014.74
2025-08-23,815,Germany,2,315.55
2025-07-07,495,Germany,4,443.86
2025-11-12,716,France,5,1294.94
2025-10-18,32,Canada,1,479.72
2025-07-08,828,Canada,2,530.22
2025-09-18,496,Japan,5,203.22
2025-11-07,128,Japan,1,166.36
2025-11-09,164,Germany,5,989.57
2025-07-21,668,Australia,5,406.26
2025-06-25,114,Australia,2,639.35
2025-09-14,34,France,3,499.22
2025-10-02,793,Germany,2,408.39
2025-10-15,858,India,3,404.33
2025-11-06,255,Germany,1,70.47
2025-08-23,787,USA,2,225.27
2025-08-13,791,Germany,3,764.42
2025-09-12,324,Australia,3,1091.18
2025-07-24,767,India,1,219.49
2025-08-20,727,Australia,4,590.43
2025-07-19,268,Japan,5,573.38
2025-10-29,424,Japan,2,976.08
2025-09-15,812,Germany,2,670.01
2025-07-02,330,Canada,3,160.72
2025-11-10,911,Germany,4,1634.81
2025-08-11,859,Japan,2,47.23
2025-11-22,698,Mexico,5,344.45
2025-11-16,37,Canada,1,383.12
2025-11-11,126,USA,1,278.58
2025-11-20,615,Germany,5,463.57
2025-06-26,313,UK,5,1002.72
2025-10-28,338,Japan,2,383.72
2025-07-30,441,Brazil,3,210.16
2025-07-27,832,Mexico,2,832.04
2025-08-18,37,Canada,3,842.49
2025-06-11,903,Germany,4,464.59
2025-07-09,373,India,5,1947.21
2025-10-15,285,UK,3,353.91
2025-09-22,688,India,4,1363.06
2025-06-21,571,India,4,1960.39
2025-07-14,993,France,1,51.68
2025-08-23,491,UK,3,1392.11
2025-08-23,752,USA,1,338.63
2025-09-04,587,Brazil,5,1215.36
2025-11-25,719,Mexico,3,184.02
2025-08-20,268,Japan,2,162.56
2025-09-03,9,Japan,3,1467.24
2025-06-19,716,France,2,454.49
2025-06-21,402,Australia,3,131.5
2025-07-16,506,Germany,1,72.22
2025-07-12,810,India,5,2186.35
2025-11-11,736,USA,3,1340.18
2025-11-08,103,Canada,2,100.0
2025-11-14,871,Australia,5,1314.94
2025-06-14,994,Japan,1,212.32
2025-06-15,175,Mexico,4,888.49
2025-07-08,710,Canada,1,23.98
2025-09-16,647,Australia,2,465.13
2025-10-30,903,Germany,4,177.15
2025-11-19,766,India,3,85.6
2025-09-18,938,UK,4,328.13
2025-11-23,876,Mexico,5,2109.48
2025-08-11,158,Germany,1,54.77
2025-06-25,844,Brazil,3,1412.44
2025-09-28,51,Mexico,5,690.93
2025-08-08,923,UK,2,101.67
2025-10-24,79,France,2,65.66
2025-10-10,93,Brazil,4,1853.49
2025-09-20,859,Japan,3,334.85
2025-08-29,806,Australia,3,576.85
2025-10-14,824,India,1,229.84
2025-10-19,546,UK,4,725.83
2025-10-10,761,Japan,2,107.1
2025-11-17,730,Brazil,4,904.46
2025-08-21,702,Mexico,5,2227.55
2025-08-17,822,UK,1,482.75
2025-06-19,991,Canada,4,1632.23
2025-07-02,688,India,3,1393.61
2025-06-04,443,Japan,5,1501.32
2025-11-19,823,Germany,2,331.71
2025-06-25,873,Mexico,4,1913.63
2025-06-03,242,UK,4,407.58
2025-10-12,150,India,4,1718.68
2025-10-29,535,Germany,2,396.7
2025-10-10,823,Germany,3,603.38
2025-10-17,666,USA,3,1001.24
2025-08-19,167,Mexico,5,2337.71
2025-06-30,874,USA,3,1406.81
2025-10-09,605,India,2,452.19
2025-06-16,321,India,1,417.22
2025-10-11,454,India,5,704.87
2025-10-08,865,Mexico,3,147.07
2025-10-13,261,France,5,234.24
2025-10-05,48,Canada,4,1698.82
2025-11-06,624,France,3,1188.78
2025-07-21,949,Australia,1,220.92
2025-08-18,2,Australia,5,1841.79
2025-09-21,38,Germany,5,2027.71
2025-09-28,410,Germany,3,1490.37
2025-10-07,588,UK,3,288.99
2025-07-14,693,Mexico,3,526.19
2025-06-21,532,Mexico,1,295.45
2025-09-01,281,France,4,916.03
2025-10-25,558,Japan,2,297.55
2025-11-23,330,Canada,3,1023.74
2025-10-19,334,Canada,1,326.84
2025-09-26,181,USA,5,1456.43
2025-11-18,256,Australia,3,1290.89
2025-09-20,165,India,1,396.17
2025-07-28,594,Germany,1,442.48
2025-10-03,194,Brazil,4,1711.13
2025-07-26,481,France,5,1535.3
2025-11-24,235,Mexico,3,762.95
2025-11-11,659,Australia,4,1985.04
2025-10-29,389,USA,2,260.32
2025-06-08,586,USA,3,34.6
2025-06-11,533,USA,2,212.25
2025-08-19,429,Japan,2,896.23
2025-06-06,149,Brazil,3,376.76
2025-11-22,352,Australia,5,845.94
2025-08-12,851,France,3,1217.81
2025-06-12,370,Mexico,1,103.2
2025-08-05,179,Canada,5,542.07
2025-08-16,781,Canada,4,1284.12
2025-08-24,50,Mexico,1,252.6
2025-07-25,361,UK,5,1945.99
2025-09-07,130,Japan,4,320.48
2025-08-18,470,France,1,389.05
2025-09-18,554,Australia,4,609.76
2025-10-14,521,Brazil,4,301.34
2025-06-17,506,Germany,4,1425.89
2025-07-07,917,Canada,5,1053.61
2025-11-18,912,Brazil,2,369.11
2025-10-07,492,USA,3,382.93
2025-08-30,539,Japan,3,811.78
2025-10-23,629,India,3,875.31
2025-08-11,259,Canada,2,344.07
2025-08-31,19,Japan,5,1477.03
2025-11-05,531,Japan,2,184.84
